0,00000;0,00000;355
101,48491;0,00272
183,08775;0,00573
237,48964;0,00815
286,27650;0,01026
328,17348;0,01268
383,19509;0,01660
442,03288;0,02113
491,73957;0,02656
545,82136;0,03169
592,83832;0,03772
637,28194;0,04376
696,59595;0,05342
741,07307;0,05975
790,49583;0,06851
844,86421;0,07696
876,97727;0,08661
909,09033;0,09386
936,25777;0,10201
968,37083;0,11046
993,06545;0,11921
1007,86882;0,12585
1027,61781;0,13671
1044,89400;0,15090
